Vereinsname,Vereinskürzel,Vereinsgründung,Name,Geburtsdatum,Typ,Position,Veranstaltungsname,Veranstaltungsdatum,Veranstaltungsort,Ortsbeschreibung
Hochschulfischclub,HFC,1957,Michael,23.02.2002,Student,Mitglied,Kurzfischen,12.01.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Michael,23.02.2002,Student,Mitglied,Feuerzangenfischen,26.01.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Michael,23.02.2002,Student,Mitglied,Feuerzangenfischen,22.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Großes Fischen,25.05.2018,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Großes Fischen,01.10.2019,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Großes Fischen,14.07.2020,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Großes Fischen,05.12.2021,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Großes Fischen,09.08.2022,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Kurzfischen,08.10.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Kurzfischen,01.02.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Kurzfischen,23.08.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Kurzfischen,01.09.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Kurzfischen,12.01.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Feuerzangenfischen,26.01.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Elisa,22.02.2003,Student,Mitglied,Feuerzangenfischen,22.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Großes Fischen,25.05.2018,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Großes Fischen,01.10.2019,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Großes Fischen,14.07.2020,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Großes Fischen,05.12.2021,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Großes Fischen,09.08.2022,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Kurzfischen,08.10.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Kurzfischen,01.02.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Kurzfischen,23.08.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Kurzfischen,01.09.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Kurzfischen,12.01.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Feuerzangenfischen,26.01.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Levi,23.05.1997,Student,Mitglied,Feuerzangenfischen,22.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Großes Fischen,25.05.2018,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Großes Fischen,01.10.2019,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Großes Fischen,14.07.2020,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Großes Fischen,05.12.2021,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Großes Fischen,09.08.2022,Ehrenbergwiese,Wiese direkt vor dem Audimax
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Kurzfischen,08.10.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Kurzfischen,01.02.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Kurzfischen,23.08.2020,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Kurzfischen,01.09.2021,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Kurzfischen,12.01.2022,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Feuerzangenfischen,26.01.2018,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
Hochschulfischclub,HFC,1957,Titus,07.10.1997,Student,Mitglied,Feuerzangenfischen,22.03.2019,Helmholtzhörsaal,Großer Hörsaal im Helmholtzbau
International Surfing Week Ilmenau,ISWI,1993,Charlotte,03.09.1995,Student,Finanzer,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Jonas,03.08.1997,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Lena,14.12.1990,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Daniel,05.11.2001,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Moritz,25.03.1990,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Lea,09.08.1997,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Jonathan,19.07.1993,Mitarbeiter,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Luis,07.05.2003,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Tim,27.06.2001,Mitarbeiter,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Henri,17.05.1994,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Finn,23.08.1997,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Helena,27.06.2003,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Christian,16.11.2004,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
International Surfing Week Ilmenau,ISWI,1993,Leni,13.10.1994,Student,Mitglied,ISWI,24.06.2019,Campus,Der gesamte Campus der TU Ilmenau
Kulinarische Koordinierung,KuKo,1991,Mia,10.05.1991,Student,Vorstand,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Mia,10.05.1991,Student,Vorstand,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Mia,10.05.1991,Student,Vorstand,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Mia,10.05.1991,Student,Vorstand,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jan,23.11.1995,Student,Finanzer,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jan,23.11.1995,Student,Finanzer,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jan,23.11.1995,Student,Finanzer,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jan,23.11.1995,Student,Finanzer,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Emma,21.12.1990,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Emma,21.12.1990,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Emma,21.12.1990,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Emma,21.12.1990,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jonas,03.08.1997,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jonas,03.08.1997,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jonas,03.08.1997,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Jonas,03.08.1997,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Gabriel,03.08.1999,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Gabriel,03.08.1999,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Gabriel,03.08.1999,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Gabriel,03.08.1999,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Benjamin,28.10.1993,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Benjamin,28.10.1993,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Benjamin,28.10.1993,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Benjamin,28.10.1993,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Julia,23.03.2001,Mitarbeiter,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Julia,23.03.2001,Mitarbeiter,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Julia,23.03.2001,Mitarbeiter,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Julia,23.03.2001,Mitarbeiter,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Clara,27.01.2000,Extern,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Clara,27.01.2000,Extern,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Clara,27.01.2000,Extern,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Clara,27.01.2000,Extern,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Antonia,18.09.1997,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Antonia,18.09.1997,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Antonia,18.09.1997,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Antonia,18.09.1997,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Maya,26.06.1991,Extern,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Maya,26.06.1991,Extern,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Maya,26.06.1991,Extern,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Maya,26.06.1991,Extern,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Nele,16.07.2000,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Nele,16.07.2000,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Nele,16.07.2000,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Nele,16.07.2000,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Carla,12.10.2004,Extern,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Carla,12.10.2004,Extern,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Carla,12.10.2004,Extern,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Carla,12.10.2004,Extern,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Amelie,01.04.1993,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Amelie,01.04.1993,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Amelie,01.04.1993,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Amelie,01.04.1993,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Elisa,22.02.2003,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Elisa,22.02.2003,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Elisa,22.02.2003,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Elisa,22.02.2003,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Leni,13.10.1994,Student,Mitglied,Kulinarisch Leben Festival,19.05.2019,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Leni,13.10.1994,Student,Mitglied,Kulinarisch Leben Festival,19.02.2020,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Leni,13.10.1994,Student,Mitglied,Kulinarisch Leben Festival,06.12.2021,Ilmenau,Gesamte Stadt Ilmenau
Kulinarische Koordinierung,KuKo,1991,Leni,13.10.1994,Student,Mitglied,Kulinarisch Leben Festival,19.08.2022,Ilmenau,Gesamte Stadt Ilmenau
AG Kochen & Backen,AG KB,2012,Anna,19.09.1997,Student,Leiter,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Anna,19.09.1997,Student,Leiter,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Anna,19.09.1997,Student,Leiter,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Anna,19.09.1997,Student,Leiter,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Anna,19.09.1997,Student,Leiter,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Anna,19.09.1997,Student,Leiter,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lena,14.12.1990,Student,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lena,14.12.1990,Student,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lena,14.12.1990,Student,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lena,14.12.1990,Student,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lena,14.12.1990,Student,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lena,14.12.1990,Student,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Moritz,25.03.1990,Student,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Moritz,25.03.1990,Student,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Moritz,25.03.1990,Student,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Moritz,25.03.1990,Student,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Moritz,25.03.1990,Student,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Moritz,25.03.1990,Student,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leonie,27.08.2002,Student,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leonie,27.08.2002,Student,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leonie,27.08.2002,Student,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leonie,27.08.2002,Student,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leonie,27.08.2002,Student,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leonie,27.08.2002,Student,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leo,19.04.1997,Student,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leo,19.04.1997,Student,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leo,19.04.1997,Student,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leo,19.04.1997,Student,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leo,19.04.1997,Student,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Leo,19.04.1997,Student,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Helena,27.06.2003,Student,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Helena,27.06.2003,Student,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Helena,27.06.2003,Student,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Helena,27.06.2003,Student,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Helena,27.06.2003,Student,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Helena,27.06.2003,Student,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Pauline,16.04.1991,Mitarbeiter,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Pauline,16.04.1991,Mitarbeiter,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Pauline,16.04.1991,Mitarbeiter,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Pauline,16.04.1991,Mitarbeiter,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Pauline,16.04.1991,Mitarbeiter,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Pauline,16.04.1991,Mitarbeiter,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lilly,10.02.1999,Student,Mitglied,Backen für Anfänger,06.03.2019,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lilly,10.02.1999,Student,Mitglied,Backen für Anfänger,22.09.2020,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lilly,10.02.1999,Student,Mitglied,Backen für Anfänger,19.02.2021,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lilly,10.02.1999,Student,Mitglied,Backen für Anfänger,04.07.2022,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lilly,10.02.1999,Student,Mitglied,Weihnachtsbäckerei,19.05.2018,Mensa,Mensa Ehrenberg
AG Kochen & Backen,AG KB,2012,Lilly,10.02.1999,Student,Mitglied,Weihnachtsbäckerei,27.10.2019,Mensa,Mensa Ehrenberg
AG Tiefseetaucher,AG TST,2012,David,14.11.2000,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,David,14.11.2000,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,David,14.11.2000,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,David,14.11.2000,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Johanna,07.05.2002,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Johanna,07.05.2002,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Johanna,07.05.2002,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Johanna,07.05.2002,Student,Mitglied,Auftauchen,05.02.2021,Audimax,Größter Hörsaal im Humboldtbau
AG Tiefseetaucher,AG TST,2012,Felix,26.03.1998,Student,Mitglied,Probetauchen,04.06.2019,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Felix,26.03.1998,Student,Mitglied,Probetauchen,18.05.2020,USZ,Sporthalle des Unisportzentrums
AG Tiefseetaucher,AG TST,2012,Felix,26.03.1998,Student,Mitglied,Probetauchen,18.04.2021,USZ,Sporthalle des Unisportzentrums
